Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Table,"Shots per 
game"
Stevan Jovetic,6.48,67,"AM(C), FW",4.0,398.0,0.0,1.0,0.0,0.6,0.0,0.3,0.1,0.5,0.0,0.4,0.3,0.0,0.0,2.0,2.5,0.1,0.4,0.1,0.4,1.4,0.8,15.3,68.0,0.0,0.4,0.3,Data,0.5562858827919068
Cheick Traoré,6.48,67,D(R),16.0,1505.0,0.0,3.0,0.0,0.9,0.0,1.9,1.2,1.3,0.1,1.7,0.5,0.2,0.0,0.0,0.4,0.8,0.5,0.1,0.7,0.9,0.6,20.8,69.4,0.6,0.6,0.0,Data,0.5562858827919068
Pietro Pellegri,6.35,67,Forward,0.0,80.0,0.0,1.0,0.0,0.3,0.0,0.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.7,0.0,0.3,0.3,0.3,4.3,61.5,0.0,0.0,0.0,Data,0.5562858827919068
Nathaël Julan,6.35,67,Forward,3.0,431.0,0.0,1.0,0.0,4.0,0.0,0.1,0.0,0.4,0.0,0.2,0.2,0.1,0.0,0.0,1.5,0.2,0.9,0.1,1.0,1.6,0.5,12.6,59.5,0.0,0.2,0.0,Data,0.5562858827919068
Sheyi Ojo,6.22,67,AM(LR),3.0,461.0,0.0,0.0,0.0,0.3,0.0,0.5,0.2,0.2,0.0,0.1,0.4,0.0,0.0,0.0,0.9,0.5,0.7,0.0,0.5,0.8,0.3,5.5,68.7,0.3,0.2,0.0,Data,0.5562858827919068
Baissama Sankoh,6.14,67,"D(CR), M(C)",6.0,648.0,0.0,2.0,1.0,0.8,0.0,0.3,0.3,0.6,0.0,0.9,0.2,0.1,0.0,0.0,0.3,0.3,0.7,0.0,0.5,0.8,0.1,12.7,81.6,0.1,0.1,0.0,Data,0.5562858827919068
Morgan Gibbs-White,6.2,67,"AM(C), AM(C)",5.0,651.0,1.0,1.0,0.0,0.5,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.5,0.2,0.1,0.6,0.9,0.4,12.2,83.9,0.2,0.8,0.1,Data,0.5562858827919068
Berat Djimsiti,6.85,67,D(C),20.0,1805.0,2.0,3.0,0.0,2.1,0.0,1.3,1.4,0.9,0.5,3.9,0.7,0.5,1.0,1.0,0.4,0.2,0.8,0.0,0.2,0.5,0.3,43.1,90.8,0.0,2.9,0.0,Data,0.5562858827919068
Mattia Bani,6.76,67,D(C),29.0,2612.0,0.0,7.0,1.0,3.1,2.0,2.2,1.9,1.0,0.4,5.4,0.4,1.1,1.0,0.0,0.4,0.0,1.1,0.1,0.2,0.5,0.1,41.2,81.0,0.0,3.8,0.0,Data,0.5562858827919068
Antonino Barillà,6.62,67,M(C),30.0,2623.0,2.0,10.0,0.0,0.8,1.0,2.1,1.2,2.2,0.1,1.2,1.1,0.4,0.0,3.0,0.6,0.5,1.0,0.1,0.9,1.2,0.6,24.8,73.0,0.2,1.0,0.0,Data,0.5562858827919068
Jacob Rasmussen,6.6,67,"D(C), DMC",10.0,1017.0,1.0,3.0,0.0,2.6,0.0,1.3,0.9,0.6,0.6,3.6,0.6,0.9,0.0,0.0,0.2,0.2,0.4,0.0,0.1,0.4,0.2,45.6,88.3,0.0,3.4,0.0,Data,0.5562858827919068
Alessandro Bastoni,6.54,67,D(C),18.0,1686.0,0.0,2.0,0.0,1.6,2.0,1.0,0.9,0.7,0.4,3.7,0.4,0.8,0.0,1.0,0.1,0.2,0.8,0.0,0.1,0.1,0.0,26.1,81.5,0.0,2.5,0.1,Data,0.5562858827919068
Simone Edera,6.52,67,Midfielder,3.0,198.0,0.0,1.0,0.0,0.3,0.0,1.0,0.0,0.8,0.0,0.0,0.5,0.3,0.0,0.0,2.0,1.8,0.3,0.3,1.0,1.5,0.5,17.3,79.7,0.3,0.5,0.0,Data,0.5562858827919068
Lorenco Simic,6.31,67,D(C),2.0,234.0,0.0,0.0,0.0,1.4,0.0,0.8,1.5,0.5,0.3,2.1,0.3,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.3,0.3,0.1,18.5,81.8,0.0,0.9,0.0,Data,0.5562858827919068
Andrea Barzagli,6.3,67,D(CR),4.0,261.0,0.0,0.0,0.0,1.1,0.0,0.1,0.6,0.4,0.0,1.4,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,27.7,90.7,0.0,2.4,0.0,Data,0.5562858827919068
Rai Vloet,6.26,67,AM(C),1.0,120.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.4,0.0,0.2,0.6,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.4,0.2,0.8,7.4,86.5,0.2,0.4,0.0,Data,0.5562858827919068
Simone Edera,6.09,67,Midfielder,1.0,77.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.7,1.3,0.7,10.3,87.1,0.3,0.0,0.0,Data,0.5562858827919068
Everton Luiz,5.99,67,DMC,2.0,313.0,0.0,5.0,0.0,0.1,0.0,1.1,0.3,0.9,0.0,0.7,0.4,0.1,0.0,0.0,0.2,0.3,0.5,0.0,0.4,1.1,0.0,13.0,86.2,0.0,0.1,0.0,Data,0.5562858827919068
Alexander Fuchs,6.36,66,M(C),8.0,661.0,0.0,3.0,0.0,0.3,0.0,1.6,0.6,1.6,0.0,0.9,1.1,0.1,0.0,1.0,1.0,0.4,1.2,0.0,0.7,1.8,1.0,25.9,76.8,0.0,0.7,0.0,Data,0.5562858827919068
Dennis Jastrzembski,5.99,66,Forward,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,3.0,73.3,0.0,0.0,0.0,Data,0.5562858827919068
Ander Guevara,7.06,66,Midfielder,1.0,90.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,42.0,97.6,1.0,3.0,0.0,Data,0.5562858827919068
Miguelón,6.66,66,D(R),5.0,543.0,0.0,1.0,0.0,0.6,0.0,2.6,1.5,1.8,0.4,1.6,1.0,0.3,0.0,0.0,0.3,0.6,1.3,0.0,0.8,1.4,0.4,20.4,79.1,0.4,0.8,0.0,Data,0.5562858827919068
Wilfrid Kaptoum,6.52,66,M(C),9.0,776.0,0.0,2.0,0.0,0.7,0.0,1.5,1.0,1.6,0.0,0.6,0.6,0.1,0.0,0.0,0.3,1.9,1.2,0.0,0.8,1.4,0.2,32.3,86.1,0.0,0.4,0.0,Data,0.5562858827919068
Cristo González,6.16,66,Forward,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,100.0,0.0,1.0,0.0,Data,0.5562858827919068
Gabriel,7.14,66,D(C),11.0,1061.0,0.0,1.0,0.0,3.0,0.0,1.3,1.4,1.0,0.5,3.9,0.2,0.4,0.0,1.0,0.7,0.0,0.9,0.0,0.1,0.3,0.2,46.0,85.9,0.0,2.2,0.1,Data,0.5562858827919068
Anthony Caci,6.68,66,"D(C), M(L)",26.0,2301.0,1.0,1.0,0.0,0.8,0.0,1.9,1.6,0.9,0.2,1.9,0.8,0.3,0.0,0.0,0.2,0.4,0.3,0.0,0.3,0.8,0.4,42.2,81.4,0.4,2.9,0.0,Data,0.5562858827919068
Clement Depres,6.6,66,Forward,4.0,434.0,0.0,1.0,0.0,3.1,1.0,0.1,0.0,0.8,0.0,0.4,0.2,0.0,0.0,4.0,1.6,0.1,0.4,0.1,0.5,1.1,0.2,9.3,69.6,0.0,0.2,0.0,Data,0.5562858827919068
Theo Valls,6.36,66,M(C),20.0,1772.0,0.0,2.0,0.0,0.7,0.0,1.2,0.7,0.6,0.0,0.4,0.9,0.1,0.0,0.0,0.7,0.2,0.4,0.0,0.5,0.6,0.6,23.1,79.4,0.2,1.0,0.0,Data,0.5562858827919068
Jules Keita,6.32,66,Forward,2.0,443.0,1.0,3.0,0.0,0.1,1.0,0.6,0.1,0.7,0.0,0.1,0.4,0.0,0.0,2.0,0.9,0.9,0.5,0.2,0.6,1.2,0.5,7.4,79.2,0.0,0.4,0.0,Data,0.5562858827919068
Sofiane Diop,6.27,66,AM(C),9.0,742.0,0.0,1.0,0.0,0.5,0.0,0.9,0.6,1.4,0.0,0.2,1.1,0.0,0.0,0.0,0.8,1.1,0.8,0.1,1.7,1.8,0.6,16.8,71.2,0.1,0.8,0.0,Data,0.5562858827919068
Farid El Melali,6.16,66,Midfielder,0.0,310.0,1.0,1.0,0.0,0.1,0.0,0.4,0.3,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.8,1.0,0.2,7.3,77.1,0.1,0.3,0.1,Data,0.5562858827919068
Rúben Vinagre,6.41,66,M(L),7.0,706.0,0.0,1.0,0.0,0.5,0.0,0.8,0.8,0.7,0.1,0.8,0.2,0.1,0.0,0.0,0.2,0.8,0.5,0.1,0.7,1.1,0.4,16.8,77.3,0.4,0.5,0.0,Data,0.5562858827919068
Nicolò Zaniolo,6.7,66,AM(CR),20.0,1772.0,2.0,8.0,0.0,0.5,0.0,1.3,0.5,1.7,0.0,0.2,1.1,0.0,0.0,4.0,1.8,1.5,1.2,0.1,2.5,2.6,0.7,20.1,81.3,0.2,0.9,0.0,Data,0.5562858827919068
Charalampos Lykogiannis,6.61,66,"D(L), M(L)",9.0,829.0,1.0,1.0,0.0,1.2,0.0,1.3,1.7,0.8,0.3,2.3,0.5,0.3,0.0,0.0,0.6,0.4,0.1,0.1,0.5,0.7,0.7,26.6,68.3,0.7,1.6,0.0,Data,0.5562858827919068
Andrea Beghetto,6.6,66,M(L),25.0,2227.0,3.0,3.0,0.0,0.2,0.0,1.0,0.6,0.9,0.1,1.5,0.4,0.1,0.0,0.0,0.9,0.3,0.6,0.1,0.4,0.6,2.0,27.2,67.8,2.1,1.9,0.0,Data,0.5562858827919068
Giangiacomo Magnani,6.5,66,D(C),17.0,1515.0,1.0,2.0,0.0,1.5,0.0,0.6,0.8,1.1,0.8,5.2,0.5,0.7,0.0,0.0,0.1,0.0,0.6,0.0,0.2,0.2,0.2,47.4,86.3,0.0,2.4,0.0,Data,0.5562858827919068
Fabio Depaoli,6.48,66,"D(R), DMC, M(R)",27.0,2468.0,4.0,10.0,2.0,1.0,0.0,2.2,1.1,1.5,0.2,2.1,1.0,0.5,0.0,0.0,0.4,0.4,0.7,0.0,0.5,1.1,1.0,26.0,73.2,0.7,1.6,0.0,Data,0.5562858827919068
Nicholas Opoku,6.41,66,D(C),9.0,910.0,0.0,5.0,0.0,1.5,0.0,1.3,1.5,0.7,0.1,2.4,0.7,0.4,0.0,0.0,0.4,0.3,0.3,0.0,0.4,0.3,0.1,31.5,86.0,0.1,2.1,0.0,Data,0.5562858827919068
Sofian Kiyine,6.34,66,Midfielder,9.0,809.0,1.0,7.0,0.0,0.5,0.0,1.2,0.5,1.5,0.0,0.2,0.5,0.0,0.0,0.0,0.9,1.2,0.5,0.0,0.7,1.0,0.4,13.8,80.2,0.3,1.0,0.0,Data,0.5562858827919068
Svante Ingelsson,5.97,66,AM(R),1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,1.3,0.0,0.0,0.0,0.0,0.7,0.3,0.3,0.0,0.0,1.3,0.0,11.3,61.8,0.0,0.3,0.0,Data,0.5562858827919068
Hendrik Weydandt,6.73,65,FW,18.0,1720.0,1.0,1.0,0.0,4.5,0.0,0.6,0.2,1.3,0.0,1.5,0.8,0.1,0.0,6.0,2.2,0.4,1.0,0.3,1.3,3.4,1.0,15.1,58.3,0.1,0.1,0.0,Data,0.5562858827919068
Felix Götze,6.32,65,Midfielder,0.0,122.0,0.0,0.0,0.0,0.3,0.0,0.7,0.5,0.2,0.0,1.2,0.0,0.0,0.0,1.0,0.3,0.0,0.2,0.0,0.3,0.2,0.0,5.3,75.0,0.0,0.2,0.0,Data,0.5562858827919068
Federico Palacios,6.31,65,FW,9.0,941.0,0.0,1.0,0.0,0.5,0.0,1.2,0.5,0.5,0.0,0.1,0.6,0.0,0.0,2.0,0.4,0.6,0.5,0.2,1.3,1.2,0.4,17.4,81.7,0.0,0.3,0.1,Data,0.5562858827919068
Samuel Chukwueze,6.78,65,AM(CR),19.0,1711.0,2.0,2.0,0.0,0.6,1.0,0.7,0.4,0.8,0.0,0.0,0.8,0.1,0.0,5.0,2.2,2.0,0.8,0.7,1.2,1.7,0.8,19.4,73.4,0.1,1.0,0.0,Data,0.5562858827919068
Fran Manzanara,6.17,65,Midfielder,1.0,155.0,0.0,0.0,0.0,1.3,0.0,1.8,0.3,0.3,0.0,1.8,0.0,0.5,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.8,0.0,16.8,89.6,0.0,0.5,0.0,Data,0.5562858827919068
Patrick Twumasi,6.06,65,AM(R),0.0,160.0,0.0,2.0,0.0,0.5,0.0,0.3,0.1,0.6,0.0,0.1,0.4,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.5,0.9,0.2,5.0,70.9,0.4,0.3,0.0,Data,0.5562858827919068
Anthony Walongwa,6.56,65,D(C),1.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,91.9,0.0,0.0,0.0,Data,0.5562858827919068
Gaetan Paquiez,6.51,65,D(LR),14.0,1326.0,0.0,5.0,0.0,1.0,0.0,2.2,1.1,0.9,0.3,2.2,1.3,0.3,0.0,0.0,0.2,0.4,0.6,0.0,0.4,1.2,0.5,22.5,73.6,0.1,0.9,0.0,Data,0.5562858827919068
Kouadio Dabila,6.42,65,D(C),8.0,779.0,0.0,2.0,0.0,0.8,0.0,0.9,0.5,0.5,0.5,3.7,0.1,0.8,0.0,0.0,0.2,0.1,0.3,0.0,0.1,0.2,0.0,31.4,85.9,0.0,1.8,0.0,Data,0.5562858827919068
Yacine Adli,6.31,65,Midfielder,2.0,214.0,0.0,1.0,0.0,0.3,0.0,1.0,0.3,0.6,0.0,0.0,0.9,0.0,0.0,0.0,0.1,1.3,0.1,0.0,0.7,1.6,0.9,19.9,77.7,0.1,0.7,0.1,Data,0.5562858827919068
Nolan Mbemba,6.29,65,Midfielder,4.0,355.0,0.0,0.0,0.0,1.1,0.0,1.8,1.3,0.4,0.0,0.5,0.4,0.1,0.0,0.0,0.5,0.5,0.6,0.0,0.6,1.3,0.1,25.0,80.5,0.1,1.3,0.0,Data,0.5562858827919068
Aly Ndom,6.24,65,M(C),3.0,355.0,0.0,1.0,0.0,0.9,0.0,1.0,0.3,0.7,0.0,0.7,0.4,0.2,0.0,0.0,0.3,0.5,0.2,0.0,0.4,0.7,0.1,13.4,76.2,0.0,1.2,0.0,Data,0.5562858827919068
Moussa Sylla,6.17,65,FW,7.0,762.0,0.0,1.0,0.0,0.9,0.0,0.3,0.1,0.4,0.0,0.3,0.2,0.1,0.0,0.0,0.9,0.4,0.7,0.1,0.7,1.7,0.7,9.2,63.9,0.0,0.1,0.0,Data,0.5562858827919068
Aly Ndom,5.99,65,M(C),1.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0,80.0,0.0,0.0,0.0,Data,0.5562858827919068
Kadeem Harris,6.37,65,AM(LR),3.0,366.0,0.0,1.0,0.0,0.2,0.0,0.9,0.2,0.3,0.0,0.3,0.1,0.0,0.0,1.0,0.4,0.5,0.4,0.1,0.5,1.0,0.5,6.8,70.5,0.3,0.0,0.0,Data,0.5562858827919068
Abdelhamid Sabiri,6.16,65,AM(L),1.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4.0,87.5,0.0,0.0,0.0,Data,0.5562858827919068
Júnior Tavares,6.65,65,"D(L), M(L)",2.0,184.0,0.0,1.0,0.0,0.7,0.0,0.7,0.7,1.3,0.0,0.3,0.7,0.0,0.0,0.0,0.3,1.0,1.3,0.0,1.7,0.0,0.7,60.7,92.9,0.7,1.7,0.0,Data,0.5562858827919068
Pawel Jaroszynski,6.52,65,"D(L), M(L)",15.0,1350.0,0.0,2.0,0.0,1.2,0.0,1.5,1.3,1.1,0.1,1.9,0.8,0.2,0.0,0.0,0.3,0.5,0.9,0.0,0.3,0.9,0.7,33.1,72.0,0.7,1.9,0.1,Data,0.5562858827919068
Joel Untersee,6.19,65,Defender,1.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,1.0,1.7,0.3,0.3,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.7,0.0,17.0,82.4,0.0,1.3,0.0,Data,0.5562858827919068
Joshua Sargent,6.24,64,Forward,1.0,206.0,0.0,1.0,0.0,0.3,0.0,0.2,0.0,0.6,0.0,0.3,0.0,0.0,0.0,2.0,0.4,0.2,0.6,0.1,0.4,1.4,0.2,6.1,77.0,0.0,0.2,0.0,Data,0.5562858827919068
Törles Knöll,6.17,64,Forward,2.0,359.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.7,0.0,0.1,0.3,0.1,0.0,1.0,0.4,0.3,0.1,0.1,0.3,1.0,0.1,5.3,61.9,0.1,0.1,0.0,Data,0.5562858827919068
Haji Wright,6.1,64,FW,2.0,196.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.3,0.0,0.0,0.1,0.0,0.0,1.0,0.4,0.4,0.1,0.6,1.0,1.9,0.1,4.3,66.7,0.0,0.0,0.0,Data,0.5562858827919068
Jean-Clair Todibo,6.97,64,"D(C), D(C)",2.0,158.0,0.0,2.0,0.0,1.0,1.0,3.5,1.5,2.0,0.5,3.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.5,0.0,59.0,92.4,0.0,0.5,0.0,Data,0.5562858827919068
Moisés Delgado,6.44,64,Defender,3.0,270.0,0.0,1.0,0.0,1.0,0.0,2.3,1.0,1.3,0.3,3.0,0.3,0.3,0.0,0.0,0.7,0.7,1.0,0.0,0.3,1.7,1.0,24.7,67.6,0.7,0.3,0.0,Data,0.5562858827919068
Kevin Soni,6.28,64,Midfielder,1.0,79.0,0.0,1.0,0.0,0.4,0.0,0.6,0.2,1.2,0.0,0.0,0.4,0.0,0.0,0.0,1.0,1.2,0.4,0.0,1.2,1.2,0.6,4.4,81.8,0.0,0.0,0.0,Data,0.5562858827919068
Francisco Montero,6.19,64,D(C),4.0,401.0,0.0,2.0,0.0,0.1,0.0,0.9,0.6,0.7,0.6,1.8,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.4,0.0,17.8,75.0,0.0,1.1,0.0,Data,0.5562858827919068
Dennis Eckert,6.19,64,Forward,1.0,211.0,0.0,0.0,0.0,1.4,0.0,0.3,0.2,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.9,0.0,0.7,0.1,0.9,0.4,0.3,4.2,73.7,0.0,0.0,0.0,Data,0.5562858827919068
Miguel Marí,6.03,64,Midfielder,0.0,67.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,20.0,90.0,0.0,1.0,0.0,Data,0.5562858827919068
Antoine Bernede,7.24,64,"Midfielder, Midfielder",2.0,170.0,0.0,0.0,0.0,1.5,0.0,6.5,1.5,1.0,0.0,0.5,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,2.0,1.0,0.5,85.0,93.5,0.0,1.5,0.0,Data,0.5562858827919068
Youssouf Kone,7.13,64,D(L),19.0,1711.0,1.0,3.0,0.0,0.7,2.0,3.4,2.0,0.9,0.3,2.0,1.2,0.2,0.0,0.0,0.3,0.9,1.4,0.1,0.5,0.9,0.8,41.3,83.2,0.9,1.9,0.0,Data,0.5562858827919068
Jean-Clair Todibo,6.79,64,"D(C), D(C)",10.0,836.0,0.0,2.0,1.0,2.5,1.0,2.1,1.4,1.3,0.4,6.2,0.2,0.5,0.0,1.0,0.2,0.5,0.5,0.0,0.5,0.8,0.1,42.3,84.6,0.0,1.6,0.0,Data,0.5562858827919068
Hassane Kamara,6.72,64,D(L),9.0,921.0,0.0,1.0,0.0,0.6,1.0,1.8,0.9,0.8,0.0,2.1,0.2,0.1,0.0,0.0,0.6,1.4,0.6,0.0,0.6,1.0,0.4,22.6,81.2,0.2,0.9,0.0,Data,0.5562858827919068
Colin Dagba,6.5,64,"D(R), D(R)",9.0,914.0,2.0,2.0,0.0,0.1,0.0,1.4,0.6,1.1,0.1,0.6,0.4,0.0,0.0,0.0,0.2,0.6,0.4,0.1,0.6,0.5,0.8,33.8,93.0,0.3,0.2,0.1,Data,0.5562858827919068
Jessy Deminguet,6.46,64,M(C),15.0,1275.0,0.0,2.0,0.0,0.7,0.0,1.9,0.9,1.1,0.0,1.3,1.3,0.2,0.0,0.0,0.4,0.7,0.7,0.0,1.3,1.0,0.3,22.3,83.6,0.1,1.7,0.0,Data,0.5562858827919068
Senou Coulibaly,6.44,64,D(C),6.0,410.0,0.0,1.0,1.0,1.1,0.0,1.4,1.2,1.1,0.1,2.0,0.6,0.2,0.0,1.0,0.2,0.1,0.1,0.0,0.1,0.7,0.2,21.2,75.4,0.0,1.4,0.1,Data,0.5562858827919068
Kévin Zohi,6.39,64,Forward,6.0,623.0,1.0,0.0,0.0,0.5,0.0,0.7,0.4,0.4,0.1,0.2,0.2,0.0,0.0,1.0,0.9,0.7,0.5,0.1,1.0,1.0,0.3,9.1,76.8,0.1,0.4,0.0,Data,0.5562858827919068
Cheick Timite,6.34,64,"AM(R), FW",15.0,1453.0,1.0,2.0,0.0,0.8,0.0,0.7,0.4,1.5,0.0,0.4,0.5,0.1,0.0,1.0,1.3,0.7,0.9,0.0,1.2,2.2,0.6,12.3,76.6,0.2,0.3,0.0,Data,0.5562858827919068
Julien Serrano,6.23,64,Defender,1.0,117.0,0.0,1.0,0.0,0.3,0.0,1.7,1.0,0.7,0.3,0.3,1.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,1.0,0.7,0.3,15.7,78.7,0.0,0.3,0.0,Data,0.5562858827919068
Dejan Lovren,7.08,64,D(C),11.0,986.0,0.0,1.0,0.0,4.1,1.0,1.2,0.8,0.2,1.2,3.9,0.6,0.5,0.0,1.0,0.5,0.0,0.8,0.0,0.1,0.2,0.1,63.2,86.6,0.2,2.6,0.1,Data,0.5562858827919068
Dwight McNeil,7.03,64,M(L),19.0,1599.0,5.0,2.0,0.0,1.0,2.0,1.7,0.6,0.7,0.0,1.5,1.5,0.1,0.0,3.0,1.3,1.5,0.5,0.0,1.1,1.5,1.2,21.6,75.7,1.6,0.9,0.0,Data,0.5562858827919068
Miguel Almirón,6.76,64,"AM(CL), FW",9.0,763.0,0.0,0.0,0.0,0.1,0.0,2.0,0.8,0.6,0.0,0.4,0.6,0.1,0.0,0.0,1.9,0.7,1.7,0.4,0.6,2.2,1.3,24.1,74.7,0.7,0.8,0.1,Data,0.5562858827919068
Oliver Skipp,6.38,64,Midfielder,2.0,216.0,0.0,0.0,0.0,1.3,0.0,0.9,0.1,0.5,0.0,0.8,0.3,0.1,0.0,0.0,0.3,0.3,0.4,0.0,0.3,0.3,0.1,17.9,83.9,0.0,0.5,0.0,Data,0.5562858827919068
Grady Diangana,6.38,64,AM(R),6.0,608.0,1.0,0.0,0.0,0.4,0.0,1.2,0.1,0.2,0.1,0.2,0.5,0.0,0.0,0.0,0.6,1.2,0.6,0.1,1.1,1.6,0.7,14.4,77.9,0.2,0.2,0.0,Data,0.5562858827919068
Eddie Nketiah,6.29,64,Forward,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,1.0,0.6,0.4,0.4,0.4,0.6,0.4,0.2,4.0,90.0,0.0,0.0,0.0,Data,0.5562858827919068
Cristian Romero,6.81,64,D(C),27.0,2339.0,2.0,10.0,2.0,2.3,1.0,2.3,1.4,1.4,0.4,4.4,0.5,1.0,0.0,2.0,0.7,0.6,0.8,0.0,0.2,0.6,0.1,30.1,81.0,0.0,2.1,0.0,Data,0.5562858827919068
Federico Dimarco,6.72,64,D(L),10.0,894.0,0.0,4.0,0.0,0.4,0.0,1.7,1.2,1.0,0.2,1.3,0.8,0.5,0.0,1.0,1.0,0.8,0.5,0.1,1.1,0.9,0.7,24.8,76.5,0.6,1.8,0.0,Data,0.5562858827919068
Hamed Junior Traore,6.67,64,M(C),26.0,2269.0,2.0,4.0,0.0,0.5,1.0,2.1,1.0,1.2,0.0,0.5,1.4,0.1,0.0,2.0,1.4,1.3,0.7,0.2,1.5,1.4,0.8,29.9,79.2,0.1,1.6,0.1,Data,0.5562858827919068
Andrea Pinamonti,6.57,64,FW,17.0,1622.0,3.0,2.0,0.0,2.3,1.0,0.5,0.2,1.1,0.0,0.6,0.6,0.1,0.0,5.0,2.2,0.6,1.1,0.3,1.1,1.7,0.6,14.7,72.8,0.1,0.4,0.0,Data,0.5562858827919068
Alessandro Deiola,6.4,64,M(C),5.0,542.0,1.0,3.0,0.0,0.6,0.0,1.2,1.1,0.9,0.0,0.7,0.6,0.4,0.0,0.0,0.7,0.2,0.5,0.0,0.4,0.7,0.3,17.3,75.1,0.0,0.8,0.0,Data,0.5562858827919068
Alessandro Deiola,6.1,64,M(C),5.0,448.0,0.0,2.0,0.0,0.5,0.0,0.7,0.6,0.5,0.2,0.6,1.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.8,0.7,0.1,15.9,74.2,0.0,0.7,0.0,Data,0.5562858827919068
Louis Beyer,7.12,63,D(R),8.0,721.0,0.0,1.0,0.0,1.6,0.0,3.6,1.2,0.8,0.8,3.0,0.8,0.7,0.0,0.0,0.6,0.8,0.4,0.1,0.4,0.8,0.2,47.6,87.9,0.1,1.3,0.0,Data,0.5562858827919068
Carlos Isaac,7.35,63,Defender,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,41.0,85.4,0.0,0.0,0.0,Data,0.5562858827919068
Toni Moya,6.91,63,Midfielder,1.0,90.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,91.8,0.0,5.0,0.0,Data,0.5562858827919068
Joaquín,6.87,63,"M(CLR), FW",17.0,1697.0,0.0,5.0,0.0,0.5,1.0,0.3,0.5,0.3,0.1,1.0,0.1,0.1,0.0,6.0,0.8,1.6,1.1,0.1,0.9,1.0,1.5,28.2,84.8,0.9,0.7,0.0,Data,0.5562858827919068
Joaquín Fernández,6.6,63,D(C),9.0,836.0,0.0,2.0,0.0,2.9,1.0,1.2,1.3,0.6,0.4,3.5,0.6,0.5,1.0,1.0,0.5,0.0,0.6,0.0,0.0,0.2,0.1,23.7,78.2,0.0,1.2,0.0,Data,0.5562858827919068
