Name,Rating,Fifa Ability Overall,Position,Apps,Assists,Aerials Won per game,Man of the match,Tackles,Clearances per game,Dribbled past per game,Goals,"Shots per
game",Dribbles per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Avg Minutes Played
Majeed Waris,6.54,74,"AM(LR), FW",25,3,0.4,0,0.7,0.2,0.6,5,1.2,0.8,0.8,17.0,75.2,0.2,90.24
Pablo Chavarria,6.53,76,"AM(R), FW",23,3,2.6,0,0.7,0.6,0.4,5,1.4,0.3,0.7,13.0,62.3,0.2,86.0
Jean Eudes Aholou,6.53,76,DMC,12,1,1.3,0,1.2,0.7,0.5,0,0.8,0.6,0.5,31.9,84.9,0.1,89.66666666666667
Rafael,6.53,79,"D(LR), M(R)",11,1,1.0,0,1.7,1.2,0.4,0,0.1,0.6,0.6,32.7,83.2,0.4,92.63636363636364
Cesc Fàbregas,6.53,83,"M(CL), FW",12,0,0.5,0,1.1,0.2,1.5,1,0.8,0.2,1.4,55.3,84.7,0.7,80.75
Romain Del Castillo,6.52,70,AM(L),15,3,0.7,1,1.2,0.2,0.8,0,0.7,1.2,0.8,16.7,74.5,0.5,89.26666666666667
Moustapha Diallo,6.51,69,M(C),6,1,4.1,0,2.3,1.9,1.1,0,0.9,0.0,0.3,24.7,67.1,0.0,76.5
Paul Lasne,6.51,75,M(CLR),18,0,0.6,1,1.5,0.5,0.5,2,0.7,0.3,0.7,25.1,81.8,0.3,98.94444444444444
Wesley Said,6.51,73,"AM(CLR), FW",25,1,0.6,1,0.7,0.3,0.4,4,1.7,1.3,0.8,16.1,74.5,0.2,90.44
Jaroslav Plasil,6.5,71,M(C),16,1,1.2,0,1.5,1.1,1.1,0,0.6,0.4,0.5,37.4,85.1,0.3,90.3125
Anthony Limbombe,6.49,75,"AM(L), FW",12,1,0.4,0,0.4,0.3,0.3,1,1.4,0.4,1.0,14.4,76.0,0.3,102.83333333333333
Lois Diony,6.49,73,"AM(L), FW",19,1,1.0,0,0.6,0.3,0.2,5,1.3,0.5,0.6,9.6,66.6,0.1,84.10526315789474
Boubakary Soumaré,6.49,63,DMC,5,1,0.3,0,1.1,0.3,0.4,1,0.2,0.4,0.3,19.2,86.4,0.0,110.6
Romain Amalfitano,6.48,75,M(CR),30,0,0.6,0,1.6,1.1,1.3,0,0.6,0.8,0.5,32.4,78.8,0.2,84.33333333333333
Stevan Jovetic,6.48,67,"AM(C), FW",4,0,0.6,0,0.3,0.4,0.3,2,2.5,0.1,0.8,15.3,68.0,0.0,99.5
Jérémy Pied,6.48,73,"D(LR), M(CLR)",4,2,0.7,1,1.1,1.1,0.5,0,0.0,0.2,0.6,24.9,78.1,0.5,115.5
Yassine Benrahou,6.48,63,Midfielder,1,0,0.3,0,2.3,0.3,0.8,0,1.5,0.5,0.5,23.8,84.2,0.3,175.0
Rui Fonte,6.47,72,"M(R), FW",5,0,2.1,0,1.4,0.4,0.3,1,0.7,0.1,0.4,10.4,78.6,0.0,124.0
Eddy Gnahore,6.47,72,M(C),24,2,0.8,1,1.2,0.5,0.9,4,0.9,0.7,0.9,33.8,89.5,0.0,93.5
Ronny Rodelin,6.46,75,"AM(CLR), FW",8,0,2.8,0,0.8,0.8,0.3,0,1.6,0.5,0.6,17.3,72.1,0.2,98.25
Ganso,6.46,76,AM(C),5,2,0.5,0,1.0,0.0,1.1,0,0.3,0.5,1.4,26.3,87.0,0.3,103.4
Jessy Deminguet,6.46,64,M(C),15,0,0.7,0,1.9,1.3,1.3,0,0.4,0.7,0.3,22.3,83.6,0.1,85.0
Thomas Mangani,6.46,76,M(C),18,0,0.4,0,1.4,0.8,1.5,3,0.7,0.3,1.1,38.7,83.0,0.7,88.77777777777777
Samuel Moutoussamy,6.45,69,M(CL),19,3,0.3,1,1.3,0.6,0.8,2,0.9,0.6,0.8,22.7,81.4,0.1,86.94736842105263
"Saif0,00Eddine Khaoui",6.44,72,"AM(CR), AM(CR)",17,1,0.4,0,0.8,0.2,0.8,3,1.0,1.0,0.4,17.8,72.4,0.2,80.11764705882354
Gaetan Laborde,6.44,76,"AM(C), FW",1,0,4.0,0,4.0,0.0,2.0,0,0.0,1.0,1.0,22.0,45.5,0.0,90.0
Vincent Pajot,6.43,73,M(C),10,0,2.2,0,1.4,0.5,0.8,0,0.9,0.1,0.3,23.3,85.1,0.0,72.1
Clinton NJie,6.43,74,"AM(L), FW",3,2,0.3,0,0.4,0.0,0.0,3,0.4,0.6,0.5,6.6,72.3,0.0,117.66666666666667
Racine Coly,6.43,71,"D(L), M(L)",6,1,1.4,0,0.8,1.2,0.8,0,0.4,0.7,0.3,27.1,81.6,0.4,83.83333333333333
"Eric Maxim Choupo0,00Moting",6.42,77,"M(CLR), FW",8,0,0.6,0,0.4,0.2,0.3,3,1.1,0.9,0.2,10.0,82.2,0.1,99.25
Nolan Roux,6.42,75,"AM(LR), FW",17,0,2.0,0,0.4,0.8,0.4,2,1.5,0.3,0.5,14.2,67.1,0.0,90.47058823529412
Stéphane Mbia,6.42,74,"D(C), M(C)",5,0,2.4,0,0.2,5.0,0.2,0,0.2,0.2,0.2,37.4,89.8,0.0,89.4
Mehdi Zeffane,6.41,69,"D(LR), M(R)",14,0,0.9,0,1.0,1.7,0.8,1,0.3,0.2,0.6,31.1,82.6,0.2,86.78571428571429
Stef Peeters,6.41,73,M(C),5,0,0.3,0,2.1,0.1,1.0,0,0.7,0.1,0.4,25.3,81.9,0.4,81.8
Souleymane Camara,6.41,68,"M(R), FW",0,0,0.5,0,0.0,0.3,0.2,3,0.8,0.3,0.2,4.3,75.0,0.0,
Marcus Coco,6.41,75,"AM(LR), FW",21,2,2.1,0,1.2,0.3,0.5,1,0.8,0.6,0.5,15.6,68.0,0.3,87.66666666666667
Jakob Johansson,6.41,73,DMC,7,0,1.2,1,1.1,1.1,0.6,1,0.3,0.3,0.3,24.4,87.0,0.1,101.28571428571429
Luiz Araújo,6.41,74,AM(LR),6,2,0.0,0,0.9,0.2,0.6,3,1.0,0.9,0.5,11.0,78.8,0.4,128.0
Yannick Cahuzac,6.4,72,DMC,15,0,1.5,0,1.4,2.3,0.7,1,0.1,0.0,0.3,23.7,81.8,0.0,95.2
Manu García,6.4,73,M(CL),21,4,0.1,0,1.2,0.1,1.1,0,0.6,1.0,0.7,29.6,80.0,0.0,88.0952380952381
Yacine Bammou,6.4,72,"AM(CLR), FW",9,0,1.4,0,0.8,0.9,0.3,2,1.0,0.2,0.4,17.6,76.3,0.2,102.11111111111111
Valentín Vada,6.4,73,"M(C), M(C)",3,1,0.1,0,0.6,0.3,0.8,1,0.6,0.3,0.4,21.4,86.0,0.1,133.0
Jeremy Gelin,6.39,73,"D(C), DMC",12,0,0.6,0,1.4,1.3,0.7,0,0.3,0.3,0.2,36.1,87.0,0.0,105.83333333333333
James Lea Siliki,6.39,71,M(CL),14,3,0.2,0,1.1,0.3,1.0,0,0.9,0.5,0.8,15.5,75.9,0.4,87.07142857142857
Junior Sambia,6.39,70,AM(C),7,1,0.4,0,0.5,0.1,0.3,0,0.8,1.0,0.8,11.3,80.6,0.6,130.42857142857142
Bassem Srarfi,6.38,72,AM(R),8,0,0.4,0,0.9,0.2,0.5,1,0.5,1.0,0.5,13.8,81.3,0.2,101.625
"Chang0,00Hoon Kwon",6.37,75,"AM(R), AM(R)",10,0,0.9,0,0.4,0.4,0.6,2,1.1,0.9,0.7,15.8,74.7,0.5,93.6
Theo Valls,6.36,66,M(C),20,0,0.7,0,1.2,0.4,0.9,0,0.7,0.2,0.6,23.1,79.4,0.2,88.6
Thiago Maia,6.36,75,DMC,10,1,0.7,1,1.3,0.8,0.8,0,0.1,0.2,0.3,24.4,83.1,0.0,101.5
John Bostock,6.36,71,DMC,10,0,0.9,0,1.5,0.7,1.3,0,0.4,0.1,0.4,36.9,85.3,0.3,98.4
Remi Walter,6.35,72,M(CR),8,0,0.3,0,1.1,0.5,0.5,2,0.5,0.3,0.5,27.2,91.1,0.2,103.5
"Jean0,00Victor Makengo",6.35,70,"AM(C), AM(C)",11,0,0.2,1,0.4,0.1,0.2,1,0.5,1.0,0.5,16.5,86.2,0.0,93.18181818181819
Enzo Loiodice,6.35,63,DMC,10,1,0.7,0,2.1,0.5,0.9,0,0.4,0.3,0.5,34.5,85.3,0.1,85.2
Adama Traoré,6.35,72,AM(C),3,1,1.5,0,0.3,0.2,0.5,0,1.0,0.3,1.0,17.3,77.9,0.3,80.0
Cheick Timite,6.34,64,"AM(R), FW",15,1,0.8,0,0.7,0.4,0.5,1,1.3,0.7,0.6,12.3,76.6,0.2,96.86666666666666
William Vainqueur,6.33,74,DMC,1,0,0.7,0,2.0,0.0,0.0,0,0.0,0.7,0.0,21.3,90.6,0.0,79.0
Marvin Martin,6.32,71,M(C),8,1,0.2,0,0.2,0.1,0.5,0,0.5,0.2,0.8,23.8,76.5,0.5,78.375
Jordan Ferri,6.32,74,M(C),1,0,0.5,0,1.3,0.8,0.8,0,0.0,0.3,0.0,22.3,89.9,0.0,114.0
Ludovic Baal,6.32,73,"D(L), M(L)",1,0,0.0,0,2.0,0.5,0.0,0,0.0,0.0,0.0,37.0,77.0,0.0,125.0
Nacer Chadli,6.31,78,M(CLR),9,0,1.0,0,0.7,0.4,0.3,0,0.1,0.5,0.5,17.3,82.3,0.8,77.0
Yacine Adli,6.31,65,Midfielder,2,0,0.3,0,1.0,0.0,0.9,0,0.1,1.3,0.9,19.9,77.7,0.1,107.0
Ismaël Diomandé,6.31,72,"D(C), DMC",14,1,0.8,0,1.6,2.0,0.5,0,0.5,0.4,0.2,32.9,82.5,0.1,92.64285714285714
Kevin NDoram,6.3,68,DMC,2,0,1.5,0,1.3,1.8,0.5,0,0.3,0.0,0.0,34.5,89.1,0.0,97.0
Nolan Mbemba,6.29,65,Midfielder,4,0,1.1,0,1.8,0.5,0.4,0,0.5,0.5,0.1,25.0,80.5,0.1,88.75
Mathieu Bodmer,6.29,70,"D(C), M(C)",10,0,1.6,0,0.6,0.3,0.3,1,0.5,0.2,0.6,24.2,69.6,0.1,106.5
Rafal Kurzawa,6.28,70,Midfielder,2,0,0.6,0,0.7,0.2,0.4,1,0.2,0.1,0.3,10.3,77.9,0.5,116.0
Assane Dioussé,6.28,72,"DMC, DMC",2,0,0.4,0,0.9,1.0,0.3,0,0.3,0.6,0.3,20.3,84.5,0.0,106.5
Florent Balmont,6.28,71,DMC,15,1,0.1,0,1.5,0.4,1.4,0,0.3,0.2,0.9,33.3,84.4,0.6,72.2
Sofiane Diop,6.27,66,AM(C),9,0,0.5,0,0.9,0.2,1.1,0,0.8,1.1,0.6,16.8,71.2,0.1,82.44444444444444
"Han0,00Noah Massengo",6.27,62,"M(C), M(C)",0,0,0.3,0,0.7,0.3,1.0,0,0.0,0.3,0.0,6.7,85.0,0.0,
Yeni NGbakoto,6.27,70,AM(CLR),4,0,0.9,0,0.6,0.1,0.3,1,1.2,0.1,0.7,9.6,63.9,0.7,140.0
Corentin Jean,6.26,72,"AM(LR), FW",6,0,0.8,0,0.5,0.2,0.3,0,0.7,0.3,0.5,9.3,79.0,0.3,103.83333333333333
Bongani Zungu,6.25,75,DMC,3,0,0.0,0,0.6,1.0,1.2,0,0.2,0.2,0.2,23.2,85.3,0.0,77.0
Zaydou Youssouf,6.25,69,AM(CR),7,0,0.5,0,0.6,0.0,0.4,0,0.5,0.6,0.3,15.9,77.1,0.1,60.857142857142854
Aly Ndom,6.24,65,M(C),3,0,0.9,0,1.0,0.7,0.4,0,0.3,0.5,0.1,13.4,76.2,0.0,118.33333333333333
Valentin Eysseric,6.24,76,AM(CLR),3,0,0.2,0,0.2,0.0,0.4,1,1.2,0.6,1.0,18.0,81.1,0.8,70.0
Facundo Píriz,6.24,69,DMC,0,0,1.0,0,1.5,0.3,0.8,0,0.0,0.2,0.0,10.7,79.7,0.0,
Pelé,6.22,75,DMC,4,0,0.9,0,1.0,1.1,0.5,0,0.4,1.0,0.3,24.8,83.3,0.0,112.25
Sheyi Ojo,6.22,67,AM(LR),3,0,0.3,0,0.5,0.1,0.4,0,0.9,0.5,0.3,5.5,68.7,0.3,153.66666666666666
Arnold Bouka Moutou,6.22,70,"D(L), M(L)",0,0,0.3,0,1.0,0.3,1.3,0,0.3,0.3,0.0,8.7,69.2,0.0,
Samuel Grandsir,6.21,74,AM(LR),4,1,0.3,0,1.0,0.4,0.7,0,0.5,1.1,0.6,12.3,66.2,0.5,116.5
Guessouma Fofana,6.2,72,DMC,2,0,1.0,0,2.0,0.0,0.7,0,0.0,0.3,0.0,18.3,72.7,0.0,93.0
Steven Moreira,6.2,72,"D(LR), M(R)",10,0,0.5,0,1.9,1.2,0.7,0,0.7,0.5,0.4,29.3,77.1,0.3,86.4
Firmin Mubele,6.2,74,"AM(R), FW",4,0,0.3,0,0.6,0.1,0.3,1,0.8,0.5,0.2,5.3,82.5,0.1,115.0
Abdoulaye Dabo,6.2,62,Midfielder,2,0,0.0,0,1.5,0.0,0.0,0,0.0,0.5,1.5,15.0,86.7,0.0,59.0
Samuel Grandsir,6.2,74,AM(LR),2,0,0.3,0,1.1,0.0,0.5,0,0.1,0.9,0.1,8.8,74.3,0.1,117.0
Frédéric Sammaritano,6.18,72,AM(LR),6,0,0.0,0,0.8,0.1,0.6,0,0.7,0.1,0.4,13.9,83.0,0.6,89.5
Guessouma Fofana,6.17,72,DMC,4,0,0.7,0,1.4,0.8,0.6,0,0.6,0.1,0.1,12.4,76.6,0.2,118.75
Farid El Melali,6.16,66,Midfielder,0,1,0.1,0,0.4,0.0,0.5,0,0.4,0.4,0.2,7.3,77.1,0.1,
Baissama Sankoh,6.14,67,"D(CR), M(C)",6,0,0.8,0,0.3,0.9,0.2,0,0.3,0.3,0.1,12.7,81.6,0.1,108.0
Quentin Cornette,6.14,69,AM(R),3,0,0.0,0,1.0,0.8,0.6,0,1.0,0.6,0.0,12.2,78.7,0.4,70.0
Grégory Sertic,6.14,73,"D(C), M(C)",1,0,0.8,0,0.5,0.5,0.3,0,0.3,0.0,0.0,18.5,77.0,0.0,107.0
Ihsan Sacko,6.13,71,AM(L),4,1,0.3,0,0.5,0.2,0.2,0,0.5,0.2,0.4,7.8,80.4,0.1,110.25
Jeremy Grimm,6.09,71,DMC,2,0,0.6,0,0.8,1.0,0.4,0,0.4,0.0,0.2,16.6,83.1,0.0,83.5
Yoann Gourcuff,6.08,74,M(CL),0,0,0.0,0,0.0,0.1,0.3,0,0.9,0.1,0.4,9.6,84.4,0.3,
Keagan Dolly,6.07,74,AM(CL),2,0,0.3,0,0.3,0.0,1.0,0,0.3,0.0,0.3,12.3,83.8,1.0,44.5
Nemanja Radonjic,6.07,73,AM(L),7,0,0.2,0,0.4,0.2,0.6,0,0.9,0.6,0.2,9.6,70.1,0.1,96.57142857142857
Aly Ndom,5.99,65,M(C),1,0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,10.0,80.0,0.0,46.0
Harrison Manzala,5.98,73,AM(L),0,0,0.3,0,0.3,0.1,0.0,0,0.3,0.0,0.0,3.0,58.3,0.0,
Eden Hazard,7.81,91,"M(CLR), FW",32,15,0.5,14,0.4,0.1,0.3,16,2.5,3.7,2.6,49.2,84.3,0.9,91.4375
Raheem Sterling,7.61,86,"M(CLR), FW",31,10,0.4,8,0.9,0.1,0.5,17,2.3,2.4,1.9,37.1,85.8,0.4,89.58064516129032
Mohamed Salah,7.57,88,"AM(CLR), FW",37,8,0.3,8,0.6,0.1,0.3,22,3.6,2.1,1.8,28.4,75.9,0.4,88.16216216216216
Sergio Agüero,7.53,89,"AM(CL), FW",31,8,0.5,5,0.5,0.1,0.1,21,3.6,1.4,1.0,23.4,85.0,0.0,80.0
Sadio Mané,7.43,86,"AM(CLR), FW",35,1,1.0,6,1.0,0.2,0.8,22,2.4,1.4,1.3,32.9,78.2,0.2,88.17142857142858
Harry Kane,7.38,89,"AM(C), FW",27,4,1.8,6,0.4,0.5,0.5,17,3.6,1.4,1.1,19.7,73.1,0.1,89.88888888888889
"Trent Alexander0,00Arnold",7.36,78,"D(R), M(R)",27,12,0.3,1,2.1,2.1,1.1,1,1.0,0.5,1.7,58.5,77.5,2.0,91.37037037037037
Ricardo Pereira,7.34,81,"D(LR), M(R)",35,6,1.9,4,3.4,3.0,1.7,2,0.7,1.9,0.9,43.8,78.0,0.4,89.28571428571429
Paul Pogba,7.31,87,M(C),34,9,1.7,7,1.3,1.0,0.7,13,3.0,1.7,1.6,59.1,82.8,0.1,88.58823529411765
Fernandinho,7.31,86,"D(R), DMC",27,3,2.6,2,2.0,2.4,0.7,1,1.0,0.7,0.8,70.7,87.5,0.0,88.22222222222223
Benjamin Mendy,7.29,81,"D(L), DMC, M(L)",10,5,0.8,0,1.6,1.6,0.8,0,0.7,0.9,1.2,65.0,88.3,1.1,90.0
David Silva,7.26,90,M(CLR),28,8,0.6,1,0.9,0.4,0.6,6,1.5,0.9,2.2,61.1,87.8,0.5,86.14285714285714
Bernardo Silva,7.26,86,AM(CLR),31,7,0.3,4,1.4,0.7,1.4,7,1.7,1.4,2.0,47.4,86.1,0.3,92.03225806451613
Leroy Sané,7.26,86,M(CLR),21,10,0.3,1,0.8,0.1,0.7,10,1.8,1.8,1.3,27.3,84.4,0.5,88.9047619047619
Felipe Anderson,7.23,83,"M(CLR), FW",36,4,0.3,6,2.5,0.3,1.9,9,1.6,2.1,1.8,46.3,76.0,0.9,84.83333333333333
Wilfred Ndidi,7.21,80,DMC,37,0,3.4,3,3.8,2.1,1.3,2,1.4,0.9,0.6,52.2,79.9,0.0,89.16216216216216
Wilfried Zaha,7.21,82,"AM(LR), FW",34,5,0.3,6,1.1,0.0,0.6,10,2.1,3.4,1.6,29.6,77.3,0.3,89.44117647058823
James Maddison,7.2,77,AM(CLR),35,7,0.3,3,1.3,0.1,1.2,7,2.3,1.4,2.8,39.0,83.8,1.9,81.42857142857143
Roberto Firmino,7.2,86,"M(CLR), FW",31,6,0.9,4,0.9,0.4,0.8,12,2.2,1.4,1.3,37.6,80.8,0.1,84.51612903225806
Luka Milivojevic,7.19,79,DMC,38,2,1.4,2,2.4,1.7,1.4,12,1.5,0.3,1.6,52.3,80.0,1.4,90.0
Oleksandr Zinchenko,7.19,71,"D(L), M(CR)",14,3,1.7,0,2.4,1.1,1.4,0,0.5,0.4,0.9,84.6,91.5,0.5,82.35714285714286
Marcos Alonso,7.18,83,"D(CL), M(L)",31,4,2.1,2,2.4,2.8,0.8,2,1.5,0.5,1.1,60.7,85.0,0.3,89.06451612903226
Alexandre Lacazette,7.17,85,"M(LR), FW",27,8,1.3,4,1.0,0.8,0.7,13,2.3,1.3,0.9,22.0,74.2,0.1,92.85185185185185
Gylfi Sigurdsson,7.16,82,"M(CLR), FW",36,6,0.5,6,1.5,0.6,0.8,13,2.3,1.0,1.9,26.1,76.2,1.3,87.05555555555556
Sol Bamba,7.15,75,"D(C), DMC",28,1,3.4,3,2.6,6.3,0.9,4,0.8,0.5,0.1,19.6,69.1,0.0,88.46428571428571
Idrissa Gueye,7.14,83,M(C),32,2,1.0,2,4.3,1.3,1.2,0,0.6,0.7,0.5,52.8,84.3,0.1,88.3125
Youri Tielemans,7.14,78,M(C),13,4,0.9,0,1.3,0.8,0.9,3,2.4,0.9,1.2,49.3,85.0,0.2,84.0
Matt Doherty,7.12,75,"D(LR), M(R)",35,5,3.8,2,1.8,2.2,0.6,4,1.2,0.5,1.0,36.8,71.6,0.4,89.91428571428571
Andrew Robertson,7.12,82,"D(L), M(L)",36,11,0.7,1,2.2,1.3,0.9,0,0.4,0.8,1.4,66.6,83.2,0.6,89.41666666666667
Kieran Trippier,7.1,82,"D(R), M(R)",26,3,1.1,1,2.5,2.3,0.9,1,0.3,0.3,1.8,57.1,78.9,2.0,87.61538461538461
"Pierre0,00Emerick Aubameyang",7.1,88,"M(LR), FW",30,5,0.9,4,0.6,0.5,0.6,22,2.6,0.8,0.9,19.2,74.0,0.3,91.1
"Son Heung0,00Min",7.1,84,"M(CLR), FW",23,6,0.1,4,0.7,0.1,0.8,12,2.4,1.5,1.1,24.3,85.6,0.2,89.08695652173913
Ilkay Gündogan,7.1,84,M(C),23,3,0.8,2,0.6,0.6,0.8,6,1.4,0.6,1.4,64.4,90.8,0.9,92.8695652173913
Ryan Fraser,7.08,77,M(CLR),35,14,0.3,5,0.5,0.5,0.6,7,1.3,0.6,2.4,31.4,76.9,2.0,90.65714285714286
Christian Eriksen,7.08,88,M(CLR),30,12,0.4,2,1.2,0.2,1.2,8,2.4,0.5,2.1,53.5,81.0,0.9,92.4
David Luiz,7.08,83,"D(C), DMC",36,2,2.3,0,1.1,4.0,0.2,3,0.9,0.3,0.6,72.8,88.0,0.0,89.97222222222223
Philip Billing,7.08,72,DMC,25,0,3.3,3,2.7,1.5,0.9,2,1.6,0.7,0.8,39.8,78.6,0.3,87.68
João Moutinho,7.06,81,M(C),35,8,0.6,1,3.0,1.1,2.2,1,0.5,0.3,2.2,49.0,84.8,1.7,86.85714285714286
Willian,7.06,84,AM(CLR),26,6,0.3,2,1.1,0.3,0.5,3,1.9,1.2,2.5,38.4,85.7,1.2,81.11538461538461
Kevin De Bruyne,7.05,91,"M(CLR), FW",11,2,0.3,2,1.2,0.1,0.7,2,1.6,1.0,1.9,38.2,83.7,1.1,88.9090909090909
Ben Chilwell,7.04,78,"D(L), M(L)",36,4,3.1,4,1.5,3.6,0.9,0,0.6,1.4,1.3,46.8,72.3,0.6,90.0
Dwight McNeil,7.03,64,M(L),19,5,1.0,2,1.7,1.5,1.5,3,1.3,1.5,1.2,21.6,75.7,1.6,84.15789473684211
Granit Xhaka,7.03,81,M(C),29,2,1.8,4,1.8,1.9,1.2,4,1.0,0.2,1.4,77.4,85.3,1.1,86.27586206896552
César Azpilicueta,7.01,86,"D(CLR), M(R)",38,5,1.8,1,2.8,2.0,0.8,1,0.4,0.3,0.7,65.3,87.0,0.6,89.55263157894737
José Holebas,7,78,"D(L), M(L)",27,6,2.2,0,2.4,2.9,0.9,3,0.6,0.8,1.4,29.8,68.5,1.5,88.66666666666667
Pedro,6.97,82,M(CLR),21,2,0.3,5,0.9,0.3,0.8,8,1.8,1.4,0.9,34.4,86.5,0.3,84.80952380952381
Leander Dendoncker,6.97,78,DMC,17,0,2.9,2,2.8,1.5,1.6,2,0.9,0.6,0.4,31.9,79.4,0.1,86.41176470588235
Nacho Monreal,6.97,80,"D(CL), M(L)",21,3,1.6,0,1.6,2.5,0.5,1,0.3,0.3,0.5,53.1,87.6,0.2,88.61904761904762
Jefferson Lerma,6.97,79,"D(R), DMC",29,0,2.5,0,1.5,2.8,1.3,2,1.0,0.7,0.5,52.0,83.2,0.1,86.58620689655173
Kyle Walker,6.96,84,"D(CR), M(R)",30,1,1.4,0,1.2,1.5,0.4,1,0.6,0.5,0.7,72.4,90.1,0.1,92.56666666666666
Ander Herrera,6.96,81,M(C),16,3,0.2,2,2.5,1.0,1.8,2,1.0,0.5,0.7,44.5,87.8,0.0,87.8125
Riyad Mahrez,6.96,85,AM(CLR),14,4,0.7,3,0.5,0.1,0.4,7,2.0,0.9,0.9,29.5,84.7,0.6,95.57142857142857
Lucas Moura,6.96,83,"AM(CLR), FW",25,0,1.1,3,1.1,0.8,0.6,10,1.4,1.4,0.8,22.6,76.1,0.0,85.12
Isaac Hayden,6.96,72,DMC,21,4,2.2,2,2.9,1.1,0.7,1,0.9,0.5,0.9,28.8,79.4,0.2,88.76190476190476
Fabinho,6.95,84,"D(R), DMC",21,2,2.0,0,2.1,0.9,1.3,1,0.6,0.4,0.6,57.5,85.3,0.1,95.85714285714286
Marcus Rashford,6.95,81,"AM(LR), FW",26,6,0.9,3,0.7,0.7,0.7,10,2.5,1.3,1.2,20.2,78.1,0.3,90.1923076923077
Matt Ritchie,6.95,77,"D(L), M(CLR)",35,8,1.0,1,1.9,1.7,0.8,2,1.1,0.4,1.7,30.5,73.1,1.9,84.0
Ayoze Pérez,6.95,76,"AM(CLR), FW",34,2,0.7,3,1.6,0.8,1.2,12,1.5,1.2,1.2,21.1,75.9,0.1,86.11764705882354
Dele Alli,6.95,84,M(CL),22,3,0.8,1,1.3,0.7,0.8,5,1.6,1.2,1.1,41.1,80.3,0.1,83.4090909090909
Jamie Vardy,6.94,82,"AM(L), FW",30,4,2.0,3,0.4,0.8,0.4,18,2.3,0.4,0.9,12.2,65.6,0.2,91.1
Romain Saïss,6.93,74,"D(C), DMC",12,0,3.2,2,2.1,3.1,0.9,2,0.6,0.3,0.2,38.8,77.1,0.1,95.41666666666667
Declan Rice,6.93,73,"D(C), DMC",34,0,1.6,2,2.9,1.6,1.5,2,0.6,0.8,0.3,44.6,86.4,0.0,88.38235294117646
NGolo Kanté,6.93,89,DMC,36,4,0.8,1,2.1,0.7,1.2,4,0.8,0.9,1.3,56.2,87.9,0.2,86.0
Michail Antonio,6.92,76,"D(R), M(CLR), FW",22,4,2.4,2,0.7,0.6,0.2,6,2.0,1.8,0.7,20.2,68.1,0.2,95.5
James Milner,6.91,81,"D(LR), M(CLR)",19,4,0.6,1,1.4,0.7,0.8,5,0.8,0.5,1.4,45.2,84.6,1.2,94.05263157894737
Luke Shaw,6.91,80,"D(L), M(L)",29,4,1.7,2,1.9,2.8,0.7,1,0.7,0.9,1.1,57.2,83.3,0.5,89.37931034482759
Nathan Redmond,6.91,75,"AM(CLR), FW",36,4,0.7,3,1.2,0.6,0.7,6,1.9,2.4,1.4,29.6,75.4,0.6,91.05555555555556
Anthony Martial,6.9,84,"AM(LR), FW",18,2,0.7,2,0.3,0.3,0.4,10,1.4,1.2,1.3,26.2,79.3,0.1,90.22222222222223
Arthur Masuaku,6.9,75,"D(L), M(L)",19,1,0.9,1,2.5,2.4,1.1,0,0.2,1.6,0.6,38.3,83.3,0.2,92.52631578947368
Diogo Jota,6.89,78,"AM(CL), FW",29,5,0.8,3,0.8,0.3,0.8,9,1.8,1.7,0.8,22.6,75.6,0.2,81.79310344827586
Matt Targett,6.89,70,"D(L), M(L)",13,3,1.1,0,1.7,1.9,0.9,1,0.7,0.1,1.4,27.6,69.9,1.4,91.3076923076923
Richarlison,6.89,79,"AM(CLR), FW",32,1,2.0,3,1.4,1.1,0.5,13,2.4,1.1,0.6,22.7,68.5,0.1,83.71875
Georginio Wijnaldum,6.89,82,M(CL),32,0,0.9,1,1.2,0.7,0.4,3,0.9,0.8,0.7,50.5,91.1,0.1,85.5
Jorginho,6.88,84,DMC,37,0,0.4,0,2.1,0.9,1.4,2,0.5,0.4,0.8,84.3,89.3,0.0,85.54054054054055
Daryl Janmaat,6.88,77,"D(R), M(R)",17,2,1.1,0,2.0,3.3,0.5,0,0.6,0.7,0.7,33.3,75.8,0.8,89.52941176470588
"Nathaniel Mendez0,00Laing",6.88,71,"AM(R), AM(R)",11,1,1.2,0,1.7,0.7,0.7,4,1.0,1.5,1.0,12.8,62.0,0.5,89.72727272727273
Henrikh Mkhitaryan,6.88,83,M(CLR),19,4,0.8,1,1.1,0.4,0.6,6,2.0,0.8,1.2,31.8,79.9,0.3,86.57894736842105
Séamus Coleman,6.88,80,"D(R), M(R)",29,2,1.6,0,1.5,2.6,0.4,2,0.5,0.7,0.8,41.2,78.1,0.6,88.27586206896552
"Pierre0,00Emile Højbjerg",6.87,76,"M(C), M(C)",31,3,1.5,2,2.3,0.9,1.6,4,1.7,0.7,0.9,57.8,82.9,0.3,89.16129032258064
"James Ward0,00Prowse",6.87,77,"M(CR), M(CR)",21,0,0.8,0,1.4,2.0,1.1,7,1.2,0.2,1.8,27.7,76.5,1.5,92.47619047619048
Ashley Young,6.87,79,"D(LR), M(LR)",28,2,0.8,0,1.7,1.9,0.6,2,0.4,0.6,1.3,45.9,77.5,1.4,91.75
